"자전거번호","대여일시","대여 대여소번호","대여 대여소명","대여거치대","반납일시","반납대여소번호","반납대여소명","반납거치대","이용시간(분)","이용거리(M)","생년","성별","이용자종류","대여대여소ID","반납대여소ID","자전거구분"
"SPB-69647","2025-12-01 07:15:38","04031","청암예술학교 앞","0","2025-12-01 07:21:52","01625","상계역 3번출구","0","6","970.65","1982","M","내국인","ST-2729","ST-914","일반자전거"
"SPB-66816","2025-12-01 07:16:26","00817","삼각지역 4번출구 앞","0","2025-12-01 07:21:53","00853","용산역 맞은편","0","5","1319.45","1995","F","내국인","ST-436","ST-2177","일반자전거"
"SPB-56109","2025-12-01 07:15:37","00585","성수2가1동 공영주차장 인근","0","2025-12-01 07:21:53","00589","성수역3번출구","0","6","572.91","1994","F","내국인","ST-446","ST-506","일반자전거"
"SPB-52231","2025-12-01 07:15:59","02227","방배열린문화센터 앞","0","2025-12-01 07:21:54","02530","삼호3차아파트 앞","0","5","1101.88","1989","M","내국인","ST-757","ST-1915","일반자전거"
"SPB-58358","2025-12-01 07:18:17","04897","잠실주공5단지1","0","2025-12-01 07:21:54","01231","잠실역 6번출구","0","3","690.00","1988","F","내국인","ST-2991","ST-840","일반자전거"
"SPB-65747","2025-12-01 07:16:57","02732","마곡수명산 1-2단지","0","2025-12-01 07:21:56","02717","LG유플러스 마곡사옥","0","4","759.21",\N,"F","내국인","ST-2049","ST-2033","일반자전거"
"SPB-60881","2025-12-01 07:10:05","05332","마들역 4번출구","0","2025-12-01 07:21:56","04026","상계주공1단지아파트","0","11","2086.41","1995","","내국인","ST-3287","ST-2716","일반자전거"
"SPB-50334","2025-12-01 07:15:15","04029","청소년수련관 후문","0","2025-12-01 07:21:56","04036","하계역 6번출구","0","6","779.24","1975",\N,"내국인","ST-2718","ST-2792","일반자전거"
"SPB-55528","2025-12-01 07:11:33","02294","두상빌딩 앞","0","2025-12-01 07:21:57","02251","더케이호텔 입구(양재2)","0","10","1396.25",\N,\N,\N,"ST-1361","ST-781","일반자전거"
"SPB-69131","2025-12-01 07:07:43","01663","동해문화예술관앞","0","2025-12-01 07:21:57","01377","한국과학기술연구원 북문","0","14","2498.98","1995","M","내국인","ST-1280","ST-1746","일반자전거"
"SPB-39198","2025-12-01 07:19:20","00122","신성기사식당 앞","0","2025-12-01 07:21:57","00118","광흥창역 2번출구 앞","0","2","582.71","2009","M","내국인","ST-24","ST-19","일반자전거"
"SPB-33137","2025-12-01 07:18:32","02611","송파지역자활센터 뒤","0","2025-12-01 07:21:58","05759","풍납근린공원","0","3","614.90","1964","M","내국인","ST-1684","ST-3141","일반자전거"
"SPB-72396","2025-12-01 07:17:52","02715","마곡나루역 2번 출구","0","2025-12-01 07:21:58","01190","마곡역 교차로(2번출구)","0","4","700.83",\N,\N,\N,"ST-2031","ST-1709","일반자전거"
"SPB-42951","2025-12-01 07:20:34","04478","문정근린공원2","0","2025-12-01 07:21:58","02628","문정역 1번출구","0","1","0.00","1993",\N,"내국인","ST-2589","ST-1855","일반자전거"
"SPB-60180","2025-12-01 07:17:57","00754","목동1단지아파트 118동 앞","0","2025-12-01 07:21:59","00744","신목동역 2번 출구","0","4","438.64","1983","M","내국인","ST-1495","ST-1015","일반자전거"
"SPB-71692","2025-12-01 07:15:18","01153","발산역 1번, 9번 인근 대여소","0","2025-12-01 07:21:59","01198","LG 사이언스파크","0","6","1200.00","1972","M","내국인","ST-1065","ST-1715","일반자전거"
"SPB-62320","2025-12-01 07:16:37","01650","중계근린공원내","0","2025-12-01 07:22:00","04007","노원 을지대학교 병원","0","5","645.19","1979","M","내국인","ST-1118","ST-2702","일반자전거"
"SPB-72122","2025-12-01 07:16:49","02721","등촌1-10단지 교차로","0","2025-12-01 07:22:02","05098","LG사이언스파크 W4동","0","5","847.84",\N,\N,\N,"ST-2037","ST-3261","일반자전거"
"SPB-58024","2025-12-01 07:11:42","04014","불암산역 3번 출구","0","2025-12-01 07:22:04","04043","상계주공13단지 1301동","0","10","2090.00","1980","F","내국인","ST-2707","ST-2954","일반자전거"
"SPB-62005","2025-12-01 07:12:34","05867","H타워 앞","0","2025-12-01 07:22:04","00220","미성아파트 A동 앞","0","9","1715.83",\N,"M","내국인","ST-3235","ST-63","일반자전거"
"SPB-36560","2025-12-01 07:17:41","01382","래미안월곡아파트 입구","0","2025-12-01 07:22:04","01328","월곡역 3번출구","0","4","979.31","1973",\N,"내국인","ST-2406","ST-910","일반자전거"
"SPB-64348","2025-12-01 07:12:57","00763","목동11단지 아파트","0","2025-12-01 07:22:05","00703","오목교역 7번출구 앞","0","9","2189.48","1978",\N,"내국인","ST-1504","ST-311","일반자전거"
"SPB-64702","2025-12-01 07:18:01","01907","구일우성(아) 육교 밑","0","2025-12-01 07:22:08","01996","구일역 1번 출입구 앞","0","4","793.37",\N,\N,"내국인","ST-665","ST-1531","일반자전거"
"SPB-31532","2025-12-01 07:05:17","04401","뚝섬유수지 공영주차장","0","2025-12-01 07:22:10","04136","롯데캐슬SKY-L65 D동 앞","0","16","3561.24","1998",\N,"내국인","ST-3393","ST-3286","일반자전거"
"SPB-57036","2025-12-01 07:19:30","04792","퇴계로4가 교차로(중구청)","0","2025-12-01 07:22:12","00473","을지로4가역 9번출구","0","2","0.00","1977",\N,"내국인","ST-2625","ST-1779","일반자전거"
"SPB-51273","2025-12-01 07:15:41","00702","목4동주민센터 옆","0","2025-12-01 07:22:14","04540","목동역 3번 출구","0","6","957.77","1981","M","내국인","ST-310","ST-3104","일반자전거"
"SPB-70391","2025-12-01 07:17:21","04182","보라매병원역 2번출구","0","2025-12-01 07:22:16","02059","보라매공원 정문","0","4","928.31",\N,"F","내국인","ST-3392","ST-1151","일반자전거"
"SPB-60979","2025-12-01 07:20:23","04008","하계 어린이 공원","0","2025-12-01 07:22:16","05323","하계역 4번출구 앞","0","1","239.19","1978","F","내국인","ST-2703","ST-3256","일반자전거"
"SPB-50522","2025-12-01 07:18:15","04678","백련산로 녹번센트레빌","0","2025-12-01 07:22:19","00917","녹번역 3번출구","0","4","909.65","1980","M","내국인","ST-2956","ST-465","일반자전거"
"SPB-59229","2025-12-01 07:12:02","04037","물넘이교","0","2025-12-01 07:22:19","01674","서울북부고용센터앞","0","10","1351.43",\N,"F","내국인","ST-2835","ST-1291","일반자전거"
"SPB-44630","2025-12-01 06:52:37","01446","중랑전화국 교차로","0","2025-12-01 07:22:20","00512","뚝섬역 1번 출구 옆","0","29","5681.21","1985",\N,"내국인","ST-1097","ST-109","일반자전거"
"SPB-68150","2025-12-01 07:10:14","01076","천동초교입구사거리 버스정류장(십자성마을 방면)","0","2025-12-01 07:22:20","01020","강동경찰서","0","12","2219.34","1985",\N,"내국인","ST-1837","ST-503","일반자전거"
"SPB-67801","2025-12-01 07:11:33","00711","신일해피트리아파트 앞","0","2025-12-01 07:22:21","00770","목동역5번출구","0","10","1510.77","1985",\N,"내국인","ST-318","ST-1996","일반자전거"
"SPB-33775","2025-12-01 07:18:46","00433","을지로입구역 2번출구","0","2025-12-01 07:22:22","03408","종로타워빌딩","0","3","461.61","1994","M","내국인","ST-1668","ST-1805","일반자전거"
"SPB-65611","2025-12-01 07:02:15","04095","방학브라운스톤아파트","0","2025-12-01 07:22:22","04029","청소년수련관 후문","0","20","3696.19","1987","M","내국인","ST-3269","ST-2718","일반자전거"
"SPB-37682","2025-12-01 07:18:41","05868","로프트시티오피스텔","0","2025-12-01 07:22:22","04574","영등포시장역 포레나영등포","0","3","630.29","1997",\N,"내국인","ST-3238","ST-2822","일반자전거"
"SPB-56190","2025-12-01 07:19:12","01868","우리은행 시흥남자동화점 앞","0","2025-12-01 07:22:23","01820","신한은행 시흥대로금융센터지점","0","3","503.20",\N,\N,\N,"ST-1939","ST-628","일반자전거"
"SPB-34707","2025-12-01 07:20:44","01029","성내어울터","0","2025-12-01 07:22:26","01012","천호역효성해링턴타워 앞","0","1","0.00","1968","M","내국인","ST-1046","ST-496","일반자전거"
"SPB-70306","2025-12-01 07:20:15","02721","등촌1-10단지 교차로","0","2025-12-01 07:22:27","01153","발산역 1번, 9번 인근 대여소","0","2","239.22","1986","M","내국인","ST-2037","ST-1065","일반자전거"
"SPB-48206","2025-12-01 07:16:44","03802","관악구민체육센터","0","2025-12-01 07:22:28","02148","낙성대역 3번출구 뒤","0","5","784.05","1989","M","내국인","ST-2428","ST-887","일반자전거"
"SPB-72750","2025-12-01 06:02:15","04425","하늘채코오롱아파트 앞","0","2025-12-01 07:22:29","04425","하늘채코오롱아파트 앞","0","80","19914.41","1954","M","내국인","ST-3264","ST-3264","일반자전거"
"SPB-54278","2025-12-01 07:13:20","01208","풍납현대아파트쉼터","0","2025-12-01 07:22:29","04457","아산병원 기숙사 부근","0","9","977.05","1987","F","내국인","ST-541","ST-2574","일반자전거"
"SPB-69088","2025-12-01 07:17:25","01078","둔촌사거리","0","2025-12-01 07:22:30","02622","올림픽공원역 3번출구","0","5","731.70",\N,\N,\N,"ST-1839","ST-1720","일반자전거"
"SPB-47834","2025-12-01 07:07:37","05053","신마곡벽산블루밍메트로오피스텔앞","0","2025-12-01 07:22:33","05074","마곡엠밸리14단지 버스정류장(마곡엠밸리11,12단지상가방면)","0","14","2780.00",\N,"F","내국인","ST-2883","ST-2993","일반자전거"
"SPB-63945","2025-12-01 06:59:53","01738","창동주공17단지 상가앞","0","2025-12-01 07:22:34","04004","당고개입구오거리 당현천변","0","22","3313.11","1962","M","내국인","ST-1470","ST-2700","일반자전거"
"SPB-59674","2025-12-01 07:15:28","03882","자양2동 주민센터","0","2025-12-01 07:22:34","05154","광진구청 앞","0","7","704.84","1986","M","내국인","ST-2891","ST-3400","일반자전거"
"SPB-69750","2025-12-01 07:18:18","01209","잠실나루역 (2번 출구 쪽)","0","2025-12-01 07:22:35","01226","잠실4동 주민센터 옆","0","4","791.51",\N,"F","내국인","ST-542","ST-894","일반자전거"
"SPB-40291","2025-12-01 07:18:23","00293","충북 미래관","0","2025-12-01 07:22:35","00247","당산역 10번출구 앞","0","4","699.42","1997","M","내국인","ST-1701","ST-295","일반자전거"
"SPB-70351","2025-12-01 07:13:50","05882","휴젠느","0","2025-12-01 07:22:36","05878","우리은행 앞","0","8","858.06",\N,"M","내국인","ST-3323","ST-3315","일반자전거"
"SPB-69476","2025-12-01 07:14:14","04024","꿈의숲 SK뷰 아파트","0","2025-12-01 07:22:37","01333","석관초등학교 앞","0","8","1431.44","1997",\N,"내국인","ST-2714","ST-579","일반자전거"
"SPB-52360","2025-12-01 07:20:02","01168","마곡엠밸리10단지 앞","0","2025-12-01 07:22:37","03796","송정역 3번출구 앞","0","2","440.72","1979","F","내국인","ST-1402","ST-2555","일반자전거"
"SPB-49189","2025-12-01 07:10:57","03206","문래동 주민센터","0","2025-12-01 07:22:38","05858","영등포역5번출구","0","11","793.14","1979","M","내국인","ST-1977","ST-3142","일반자전거"
"SPB-67923","2025-12-01 07:04:12","01346","길음8골어린이공원 옆","0","2025-12-01 07:22:38","00673","안암골벽산아파트(후문)","0","18","3463.64","1962","M","내국인","ST-1210","ST-2273","일반자전거"
"SPB-71368","2025-12-01 07:13:17","03102","연희삼거리","0","2025-12-01 07:22:39","00183","하늘채코오롱아파트 건너편","0","9","1451.21","1975","M","내국인","ST-1190","ST-341","일반자전거"
"SPB-37740","2025-12-01 07:19:45","03907","신도림7차e편한세상아파트 806동 앞","0","2025-12-01 07:22:39","02824","미래사랑어린이공원 앞","0","2","526.88","1991","M","내국인","ST-2559","ST-1964","일반자전거"
"SPB-39982","2025-12-01 07:14:53","01771","성원APT버스정류소","0","2025-12-01 07:22:42","04096","창동역2번출구 하나은행365 앞","0","7","1471.64","1977","F","내국인","ST-2116","ST-3368","일반자전거"
"SPB-67860","2025-12-01 07:18:58","01168","마곡엠밸리10단지 앞","0","2025-12-01 07:22:42","05052","마곡역 7번출구","0","3","494.48","1972","F","내국인","ST-1402","ST-2871","일반자전거"
"SPB-71446","2025-12-01 07:11:30","02737","까치산역 3번 출구","0","2025-12-01 07:22:43","01139","용문사 버스정류장","0","11","2022.48",\N,\N,\N,"ST-2054","ST-533","일반자전거"
"SPB-54183","2025-12-01 07:17:43","00326","안국역 5번출구 앞","0","2025-12-01 07:22:43","03013","서울지방고용노동청 앞","0","5","998.56","1977","M","내국인","ST-142","ST-2422","일반자전거"
"SPB-64624","2025-12-01 05:46:59","03664","맥도날드 서울둔촌DT점 앞","0","2025-12-01 07:22:44","03664","맥도날드 서울둔촌DT점 앞","0","95","3542.15","1997",\N,"내국인","ST-2738","ST-2738","일반자전거"
"SPB-45210","2025-12-01 07:08:02","04023","월계역 1번 출구","0","2025-12-01 07:22:44","04080","창동주공19단지앞","0","14","2108.58","1971","M","내국인","ST-2713","ST-2967","일반자전거"
"SPB-35940","2025-12-01 07:00:21","02145","은천초등학교 육교","0","2025-12-01 07:22:45","02015","신대방삼거리역 6번출구쪽","0","22","1319.24",\N,\N,\N,"ST-725","ST-728","일반자전거"
"SPB-44696","2025-12-01 06:27:24","03812","KT관악지점","0","2025-12-01 07:22:46",\N,\N,\N,"55","0.00",\N,\N,\N,"ST-2842",\N,"일반자전거"
"SPB-50588","2025-12-01 07:20:01","00228","선유도역 3번출구 앞","0","2025-12-01 07:22:47","05894","영등포세무서","0","2","478.46","1984","M","내국인","ST-278","ST-3398","일반자전거"
"SPB-73574","2025-12-01 07:20:11","04573","두산위브아파트","0","2025-12-01 07:22:48","03219","영등포역 1번출구","0","2","287.69",\N,\N,\N,"ST-2821","ST-1990","일반자전거"
"SPB-50521","2025-12-01 07:18:22","01666","노원소방서인근","0","2025-12-01 07:22:48","01625","상계역 3번출구","0","4","536.66","2000",\N,"내국인","ST-1283","ST-914","일반자전거"
"SPB-54385","2025-12-01 07:20:23","00231","남부고용노동지청 남측","0","2025-12-01 07:22:50","00264","교보생명보험 앞","0","2","222.39","1994",\N,"내국인","ST-280","ST-418","일반자전거"
"SPB-65310","2025-12-01 06:59:29","04909","노보텔 앰배서더 앞","0","2025-12-01 07:22:50","02542","신논현타워 앞","0","23","1231.99",\N,\N,\N,"ST-3108","ST-1926","일반자전거"
"SPB-48553","2025-12-01 07:12:09","00175","홍연2교옆","0","2025-12-01 07:22:52","00155","가좌역1 번출구 앞","0","10","1839.77",\N,\N,\N,"ST-231","ST-212","일반자전거"
"SPB-74137","2025-12-01 07:20:33","00931","역촌파출소","0","2025-12-01 07:22:52","00996","응암역2번출구 국민은행 앞","0","2","364.25","1994","M","내국인","ST-479","ST-2264","일반자전거"
"SPB-74476","2025-12-01 07:20:33","04458","가락2동주민센터 인근","0","2025-12-01 07:22:52","01203","밀리아나2빌딩 앞","0","2","709.71","1981",\N,"내국인","ST-2575","ST-737","일반자전거"
"SPB-54057","2025-12-01 06:56:34","03429","HW컨벤션센터 앞","0","2025-12-01 07:22:52","00467","한국은행","0","26","4394.35","1984","F","내국인","ST-1826","ST-1773","일반자전거"
"SPB-40244","2025-12-01 07:20:31","00849","삼각지 자이아파트","0","2025-12-01 07:22:53","04625","용산공원갤러리앞","0","2","0.00","1991","M","내국인","ST-2173","ST-2469","일반자전거"
"SPB-69917","2025-12-01 06:40:50","00254","도림신협 앞","0","2025-12-01 07:22:53","02115","관악구시설관리공단","0","42","5931.91","1969","M","내국인","ST-302","ST-883","일반자전거"
"SPB-66996","2025-12-01 07:20:58","02819","하늘숲초등학교 앞","0","2025-12-01 07:22:54","01953","천왕역 4번출구 뒤","0","1","350.53","1991","M","내국인","ST-1959","ST-876","일반자전거"
"SPB-43899","2025-12-01 07:15:34","04508","유원목동아파트 103동 앞","0","2025-12-01 07:22:55","00795","양천 해누리타운","0","7","877.37","1999","M","내국인","ST-2760","ST-2396","일반자전거"
"SPB-71082","2025-12-01 07:20:14","02521","서초 크로바타워 앞","0","2025-12-01 07:22:56","02231","삼성타운(삼성생명) A동 맞은편","0","2","510.00","1987","F","내국인","ST-1906","ST-761","일반자전거"
"SPB-74415","2025-12-01 07:19:47","05155","광진경찰서 앞","0","2025-12-01 07:22:57","03890","웰츠타워 오피스텔","0","3","572.81","1998","F","내국인","ST-3422","ST-3188","일반자전거"
"SPB-73745","2025-12-01 07:17:18","00745","강서초등학교","0","2025-12-01 07:22:58","00706","신정네거리역","0","5","1063.63","1975","M","내국인","ST-1016","ST-313","일반자전거"
"SPB-72627","2025-12-01 07:14:51","01112","마곡엠밸리4단지 정문","0","2025-12-01 07:22:58","01162","공항초등학교건너편","0","8","793.64","1997","F","내국인","ST-513","ST-1253","일반자전거"
"SPB-72605","2025-12-01 05:51:53","00400","상암한화오벨리스크 1차 앞","0","2025-12-01 07:22:59","00400","상암한화오벨리스크 1차 앞","0","91","16895.67",\N,\N,\N,"ST-110","ST-110","일반자전거"
"SPB-57436","2025-12-01 07:15:41","00222","시범아파트버스정류장 옆","0","2025-12-01 07:23:00","00207","여의나루역 1번출구 앞","0","7","88.29","1990","F","내국인","ST-68","ST-73","일반자전거"
"SPB-54199","2025-12-01 07:11:22","01625","상계역 3번출구","0","2025-12-01 07:23:00","04026","상계주공1단지아파트","0","11","2154.49","1982","F","내국인","ST-914","ST-2716","일반자전거"
"SPB-73422","2025-12-01 07:19:00","02715","마곡나루역 2번 출구","0","2025-12-01 07:23:00","01165","마곡중학교 후문","0","4","537.57","1996","F","내국인","ST-2031","ST-1338","일반자전거"
"SPB-71155","2025-12-01 07:20:20","01111","마곡엠밸리6_7단지 마곡중학교","0","2025-12-01 07:23:02","02715","마곡나루역 2번 출구","0","2","440.69","1991","M","내국인","ST-512","ST-2031","일반자전거"
"SPB-30157","2025-12-01 07:18:27","03756","마곡힐스테이트 정문","0","2025-12-01 07:23:05","01112","마곡엠밸리4단지 정문","0","4","725.48",\N,\N,\N,"ST-2477","ST-513","일반자전거"
"SPB-33058","2025-12-01 07:15:22","04210","가좌행복주택 앞","0","2025-12-01 07:23:06","00183","하늘채코오롱아파트 건너편","0","7","778.21",\N,\N,\N,"ST-2533","ST-341","일반자전거"
"SPB-52787","2025-12-01 07:17:22","04484","잠실나루역4번출구뒤","0","2025-12-01 07:23:08","04457","아산병원 기숙사 부근","0","5","940.00","1998","M","내국인","ST-2594","ST-2574","일반자전거"
"SPB-56675","2025-12-01 07:21:59","00586","마장동 주민센터","0","2025-12-01 07:23:08","03553","마장역3번출구","0","1","176.28","2000",\N,"내국인","ST-447","ST-2335","일반자전거"
"SPB-68373","2025-12-01 07:01:48","02105","미성동 신림체육센터","0","2025-12-01 07:23:08","00282","신한은행 대림동지점","0","21","2376.16","1972","M","내국인","ST-704","ST-1541","일반자전거"
"SPB-54217","2025-12-01 06:56:01","01217","송파파인타운 7단지","0","2025-12-01 07:23:08","03640","일원1동주민센터앞 사거리","0","27","5607.09","1961","M","내국인","ST-545","ST-2847","일반자전거"
"SPB-62866","2025-12-01 07:20:15","04573","두산위브아파트","0","2025-12-01 07:23:08","03219","영등포역 1번출구","0","2","570.00","1990","F","내국인","ST-2821","ST-1990","일반자전거"
"SPB-40624","2025-12-01 07:13:26","03899","아차산역 2번출구","0","2025-12-01 07:23:10","00571","세종대학교 대양AI센터","0","9","1516.22","1994","F","내국인","ST-3340","ST-382","일반자전거"
"SPB-64534","2025-12-01 07:20:04","03668","성내삼성아파트","0","2025-12-01 07:23:10","01013","강동구청역 1번 출입구","0","3","561.34","1997","F","내국인","ST-2740","ST-497","일반자전거"
"SPB-32912","2025-12-01 07:12:53","04531","목동아파트 613동 앞","0","2025-12-01 07:23:12","00230","영등포구청역 7번출구","0","10","1802.42","1959","M","내국인","ST-2844","ST-413","일반자전거"
"SPB-57823","2025-12-01 07:15:11","00182","망원2빗물펌프장 앞","0","2025-12-01 07:23:12","00104","합정역 1번출구 앞","0","8","208.45","1990","M","내국인","ST-340","ST-6","일반자전거"
"SPB-46997","2025-12-01 07:03:05","00582","경일중학교 앞","0","2025-12-01 07:23:13","00534","금호사거리","0","20","2706.19",\N,\N,\N,"ST-375","ST-246","일반자전거"
"SPB-73483","2025-12-01 07:22:10","02229","로고스교회 맞은 편","0","2025-12-01 07:23:14","02230","이수역 4번 출구","0","1","0.00","1987","M","내국인","ST-759","ST-760","일반자전거"
"SPB-46526","2025-12-01 07:08:23","01182","KBS 스포츠월드","0","2025-12-01 07:23:15","01196","서울식물원(문화센터) 건너편","0","14","2350.00",\N,\N,\N,"ST-1519","ST-1713","일반자전거"
"SPB-63206","2025-12-01 06:54:33","02821","청구아파트 앞","0","2025-12-01 07:23:17","01809","LG전자 별관동(호서대 벤처타워 맞은편)","0","28","3077.26","2000",\N,"내국인","ST-1961","ST-623","일반자전거"
"SPB-65535","2025-12-01 07:19:53","01979","구로1동우체국 앞","0","2025-12-01 07:23:17","01908","해원리바파크 육교 밑","0","3","430.96","1993",\N,"내국인","ST-1241","ST-666","일반자전거"
"SPB-37691","2025-12-01 07:15:11","00500","어린이대공원역 3번출구 앞","0","2025-12-01 07:23:18","03501","K&S빌딩 앞","0","8","1135.39","1994","F","내국인","ST-97","ST-984","일반자전거"
"SPB-65038","2025-12-01 07:13:30","03586","군자역 비채온 오피스텔","0","2025-12-01 07:23:18","04385","용답동 우체국 주변","0","9","1550.78","1991","F","내국인","ST-2325","ST-3099","일반자전거"
"SPB-67156","2025-12-01 07:03:23","00995","은평다목적체육관","0","2025-12-01 07:23:20","00943","은평구청 보건소","0","19","4121.15","1974","M","내국인","ST-2263","ST-1029","일반자전거"
"SPB-59650","2025-12-01 07:18:54","04037","물넘이교","0","2025-12-01 07:23:20","01661","당현천근린공원","0","4","770.00","1985","F","내국인","ST-2835","ST-1278","일반자전거"
"SPB-48509","2025-12-01 07:17:51","02241","양재전화국 사거리","0","2025-12-01 07:23:20","02414","도곡역 아카데미스위트 앞","0","5","978.88","1973","M","내국인","ST-766","ST-1880","일반자전거"
"SPB-57837","2025-12-01 07:17:12","00844","이촌2동 동원베네스트 아파트 앞","0","2025-12-01 07:23:22","04616","신용산지하차도 앞","0","6","1437.86","1981","M","내국인","ST-1446","ST-2447","일반자전거"
"SPB-51964","2025-12-01 07:16:21","04715","돈의문 박물관 마을","0","2025-12-01 07:23:23","00316","종각역 1번출구 앞","0","7","999.38",\N,"M","내국인","ST-2923","ST-132","일반자전거"
"SPB-47819","2025-12-01 07:10:58","01182","KBS 스포츠월드","0","2025-12-01 07:23:23",\N,\N,\N,"11","909.00","1998","M","내국인","ST-1519",\N,"일반자전거"
"SPB-67261","2025-12-01 07:10:59","00252","보라매역4번출구","0","2025-12-01 07:23:23","05872","서경팰리스 앞","0","12","1570.00","2000","M","내국인","ST-300","ST-3283","일반자전거"
"SPB-68552","2025-12-01 07:19:30","03784","벽산아파트","0","2025-12-01 07:23:23","05064","양천향교역8번출구","0","3","714.69","2004","F","내국인","ST-2491","ST-2943","일반자전거"
"SPB-57467","2025-12-01 07:19:36","02718","마곡수명산파크1단지","0","2025-12-01 07:23:24","03760","발산역 8번 출구","0","3","870.00","1978","M","내국인","ST-2034","ST-2538","일반자전거"
"SPB-74873","2025-12-01 07:08:41","00284","센트럴 푸르지오 시티 앞","0","2025-12-01 07:23:26","00258","신길역3번출구","0","14","1824.59","1971","M","내국인","ST-1650","ST-306","일반자전거"
"SPB-59749","2025-12-01 07:08:16","00431","청계천 영도교","0","2025-12-01 07:23:26","00472","삼일교(시그니쳐 타워)","0","15","2801.73","1987","M","내국인","ST-1440","ST-1778","일반자전거"
"SPB-64990","2025-12-01 07:17:56","02819","하늘숲초등학교 앞","0","2025-12-01 07:23:27","03922","서울남부교정시설 앞","0","5","1097.00",\N,\N,\N,"ST-1959","ST-3067","일반자전거"
"SPB-60978","2025-12-01 07:16:27","01192","마곡수명산파크 209동 건너편","0","2025-12-01 07:23:28","02715","마곡나루역 2번 출구","0","7","1253.84","1975",\N,"내국인","ST-1710","ST-2031","일반자전거"
"SPB-74015","2025-12-01 07:01:37","00557","도선동 주민센터 앞","0","2025-12-01 07:23:28","00316","종각역 1번출구 앞","0","21","4142.24","1966","M","내국인","ST-358","ST-132","일반자전거"
"SPB-72205","2025-12-01 07:18:49","01959","구로구의회 앞","0","2025-12-01 07:23:29","03935","고대구로병원 앞","0","4","559.06","1991","","내국인","ST-1221","ST-3252","일반자전거"
"SPB-55014","2025-12-01 07:19:05","04029","청소년수련관 후문","0","2025-12-01 07:23:30","01668","중계역 6번출구","0","4","701.47",\N,\N,\N,"ST-2718","ST-1285","일반자전거"
"SPB-58297","2025-12-01 07:13:11","05091","보타닉파크타워2","0","2025-12-01 07:23:30","02715","마곡나루역 2번 출구","0","10","1320.36","1984","F","내국인","ST-3145","ST-2031","일반자전거"
"SPB-50039","2025-12-01 05:55:12","03571","화양 APT(횡단보도 옆)","0","2025-12-01 07:23:31","03569","건대병원후문","0","88","1529.78","1988","F","내국인","ST-2310","ST-2308","일반자전거"
"SPB-37053","2025-12-01 07:09:05","05868","로프트시티오피스텔","0","2025-12-01 07:23:31","00206","KBS 앞","0","14","1667.59","1997",\N,"내국인","ST-3238","ST-53","일반자전거"
"SPB-50413","2025-12-01 07:17:46","02277","길마중4교 하부","0","2025-12-01 07:23:32","04345","반포역 4번출구","0","5","980.76",\N,\N,\N,"ST-1169","ST-3310","일반자전거"
"SPB-34253","2025-12-01 07:19:23","02902","공릉풍림아파트 108동","0","2025-12-01 07:23:32","04041","공릉역3번출구","0","4","644.35","1983","M","내국인","ST-2068","ST-2896","일반자전거"
"SPB-51184","2025-12-01 07:19:47","02615","테라타워2","0","2025-12-01 07:23:33","04893","문정법조단지12","0","3","496.23","1998",\N,"내국인","ST-1707","ST-2972","일반자전거"
"SPB-46544","2025-12-01 07:20:39","01018","둔촌 주공 GS 맞은편","0","2025-12-01 07:23:35","03691","둔촌역 2번출구","0","2","222.48","1995",\N,"내국인","ST-830","ST-2928","일반자전거"
"SPB-74117","2025-12-01 07:18:15","01953","천왕역 4번출구 뒤","0","2025-12-01 07:23:37","03906","천왕차량사업소 입구","0","5","1368.24","1990",\N,"내국인","ST-876","ST-2435","일반자전거"
"SPB-50824","2025-12-01 07:18:19","01289","풍납토성 서성벽터B","0","2025-12-01 07:23:38","01208","풍납현대아파트쉼터","0","5","987.78","1992","M","내국인","ST-1422","ST-541","일반자전거"
"SPB-56877","2025-12-01 07:17:46","00735","영도초등학교","0","2025-12-01 07:23:39","00744","신목동역 2번 출구","0","5","912.42","1970",\N,"내국인","ST-1006","ST-1015","일반자전거"
"SPB-37351","2025-12-01 07:14:24","04004","당고개입구오거리 당현천변","0","2025-12-01 07:23:39","04031","청암예술학교 앞","0","9","637.12","1985",\N,"내국인","ST-2700","ST-2729","일반자전거"
"SPB-54335","2025-12-01 07:17:15","01168","마곡엠밸리10단지 앞","0","2025-12-01 07:23:40","01149","신방화역환승주차장","0","6","778.40","2000",\N,"내국인","ST-1402","ST-975","일반자전거"
"SPB-55289","2025-12-01 07:17:50","02628","문정역 1번출구","0","2025-12-01 07:23:41","01288","문정중교 사거리","0","5","776.77",\N,\N,\N,"ST-1855","ST-1419","일반자전거"
"SPB-50409","2025-12-01 07:22:20","01321","국민은행 종암동지점 앞","0","2025-12-01 07:23:45","01354","고려대학교 2번출구","0","1","0.00","2000","M","내국인","ST-655","ST-1317","일반자전거"
"SPB-42396","2025-12-01 07:16:45","04690","은평뉴타운폭포동 힐스테이트4단지","0","2025-12-01 07:23:46","00905","구파발역 2번출구","0","7","1166.97","2001","M","내국인","ST-3201","ST-453","일반자전거"
"SPB-64493","2025-12-01 05:31:37","03894","노룬산시장 앞","0","2025-12-01 07:23:46","03894","노룬산시장 앞","0","112","963.92","1980","F","내국인","ST-3309","ST-3309","일반자전거"
